"title","release_period","whether_remake","whether_franchise","genre","new_actor","new_director","new_music_director","lead_star","director","music_director","number_of_screens","revenue_inr","budget_inr","writers.x","sequel.x","hit_flop.x","date","month","year","writers.y","sequel.y","hit_flop.y","era"
"hate story 2","normal","no","yes","thriller","yes","no","yes","surveen chawla","vishal pandya","arko pravo mukherjee",1800,150000000,310700000,"madhuri banerjee (screenplay) | girish dhamija (dialogue)",2,4,"18","jul","2014","madhuri banerjee (screenplay) | girish dhamija (dialogue)","2",4,"new"
"hulla","normal","no","no","comedy","no","yes","no","sushant singh","jaideep varma","indian ocean",100,15000000,1550000,"milind dhaimade (dialogues) | sanjeev sharma (lyrics) | jaideep varma",0,1,"19","sep","2008","milind dhaimade (dialogues) | sanjeev sharma (lyrics) | jaideep varma","0",1,"old"
"idiot box","normal","no","no","comedy","no","yes","no","sushant singh","sunanda mitra","anand - milind",20,12500000,625000,"ajay khamosh (dialogues) | sunanda mitra | sameer (lyrics)",0,1,"19","mar","2010","ajay khamosh (dialogues) | sunanda mitra | sameer (lyrics)","0",1,"new"
"shuddh desi romance","holiday","no","no","rom__com","yes","no","no","sushant singh rajput","maneesh sharma","sachin - jigar",1050,250000000,751180000,"jaideep sahni",0,6,"06","sep","2013","jaideep sahni","0",6,"new"
"chingaari","holiday","no","no","drama","no","no","no","sushmita sen","kalpana lajmi","aadesh shrivastava",150,50000000,18900000,"bhupen hazarika (story) | kalpana lajmi (dialogue) | kalpana lajmi (screenplay)",0,1,"17","feb","2006","bhupen hazarika (story) | kalpana lajmi (dialogue) | kalpana lajmi (screenplay)","0",1,"old"
"zindaggi rocks","holiday","no","no","drama","no","no","no","sushmita sen","tanuja chandra","anu malik",200,70000000,29187500,"tanuja chandra (screenplay) | mudassar aziz (dialogue) | sayeed qadri (lyrics)",0,1,"06","oct","2006","tanuja chandra (screenplay) | mudassar aziz (dialogue) | sayeed qadri (lyrics)","0",1,"old"
"listen... amaya","normal","no","no","drama","no","yes","yes","swara bhaskar","avinash kumar singh","indraneel hariharan",35,15000000,1550000,"vikas chandra (additional dialogue) | avinash kumar singh (dialogue) | avinash kumar singh | geeta singh (dialogue) | geeta singh (story)",0,1,"01","feb","2013","vikas chandra (additional dialogue) | avinash kumar singh (dialogue) | avinash kumar singh | geeta singh (dialogue) | geeta singh (story)","0",1,"new"
"overtime","holiday","no","no","drama","yes","yes","yes","swati sharma","ajay yadav","sahil rayyan",20,20000000,260000,"saajan agarwal (dialogue) | ajay yadav (story)",0,1,"29","jun","2012","saajan agarwal (dialogue) | ajay yadav (story)","0",1,"new"
"kaalo","holiday","no","no","horror","yes","no","no","swini khara","wilson louis","rahul ranade",200,40000000,3025000,"wilson louis (screenplay) | wilson louis (story) | mamta patnaik (story)",0,1,"17","dec","2010","wilson louis (screenplay) | wilson louis (story) | mamta patnaik (story)","0",1,"new"
"purani jeans","normal","no","no","drama","no","yes","no","tanuj virwani","tanushri chattrji bassu","ram sampath",625,110000000,18600000,"tanushri chattrji bassu",0,1,"02","may","2014","tanushri chattrji bassu","0",1,"new"
"yeh faasley","normal","no","no","drama","yes","yes","no","tena desae","yogesh mittal","deepak pandit",225,65000000,3500000,"arpita chatterjee (story) | sameer kohli (story) | rajen makhijani (screenplay) | rajen makhijani (story) | yogesh mittal (dialogue) | yogesh mittal (screenplay) | yogesh mittal (story) | atul tiwari (dialogue) | atul tiwari (screenplay) | atul tiwari (story)",0,1,"04","mar","2011","arpita chatterjee (story) | sameer kohli (story) | rajen makhijani (screenplay) | rajen makhijani (story) | yogesh mittal (dialogue) | yogesh mittal (screenplay) | yogesh mittal (story) | atul tiwari (dialogue) | atul tiwari (screenplay) | atul tiwari (story)","0",1,"new"
"identity card","holiday","no","no","drama","no","no","yes","tia bajpai","rahat kazmi","raja ali",50,15000000,825000,"sanjay amar",0,1,"29","aug","2014","sanjay amar","0",1,"new"
"heropanti","normal","yes","no","action","yes","no","yes","tiger shroff","sabbir khan","mustafa zahid",2200,250000000,726075000,"sanjeev dutta",0,6,"23","may","2014","sanjeev dutta","0",6,"new"
"hansa","holiday","no","no","drama","yes","yes","yes","trimala adhikari","manav kaul","brince bora",15,10000000,270000,NA,0,1,NA,NA,NA,NA,"0",1,NA
"shor in the city","holiday","no","no","drama","no","no","no","tusshar kapoor","krishna d.k","sachin - jigar",500,75000000,59200000,"krishna d.k. (story) | raj nidimoru (story) | sita menon (story) | sita menon (dialogue) | chintan gandhi (dialogue) | sameer (lyrics) | nishu (lyrics)",0,2,"28","apr","2011","krishna d.k. (story) | raj nidimoru (story) | sita menon (story) | sita menon (dialogue) | chintan gandhi (dialogue) | sameer (lyrics) | nishu (lyrics)","0",2,"new"
"kya love story hai","normal","no","no","rom__com","no","yes","no","tusshar kapoor","lovely singh","pritam",425,72500000,48750000,"niranjan iyengar (dialogue) | master rinku (screenplay) | master rinku (story)",0,1,"20","apr","2007","niranjan iyengar (dialogue) | master rinku (screenplay) | master rinku (story)","0",1,"old"
"dhol","normal","yes","no","comedy","no","no","no","tusshar kapoor","priyadarshan","pritam",650,140000000,232775000,"manisha korde (screenplay)",0,4,"14","sep","2007","manisha korde (screenplay)","0",4,"old"
"c kkompany","normal","no","no","comedy","no","yes","no","tusshar kapoor","sachin yardi","bappa lahiri",500,100000000,48300000,"shabbir ahmed (lyrics) | anand raj anand (lyrics) | sachin yardi",0,1,"29","aug","2008","shabbir ahmed (lyrics) | anand raj anand (lyrics) | sachin yardi","0",1,"old"
"kyaa super kool hain hum","normal","no","yes","comedy","no","no","no","tusshar kapoor","sachin yardi","sachin - jigar",1400,190000000,607725000,"sukhmani sadana (dialogue revisor) | sachin yardi",1,5,"27","jul","2012","sukhmani sadana (dialogue revisor) | sachin yardi","1",5,"new"
"hum tum shabana","holiday","no","no","comedy","no","no","no","tusshar kapoor","sagar ballary","sachin - jigar",475,120000000,19200000,"sagar ballary (additional screenplay) | sharat katariya (dialogue) | farhajaan sheikh (story)",0,1,"30","sep","2011","sagar ballary (additional screenplay) | sharat katariya (dialogue) | farhajaan sheikh (story)","0",1,"new"
"chaar din ki chandni","normal","no","no","comedy","no","no","no","tusshar kapoor","samir karnik","sandesh shandilya",725,125000000,66200000,"nishant hada (dialogue) | nishant hada (screenplay) | amit masurkar (dialogue) | amit masurkar (screenplay)",0,1,"09","mar","2012","nishant hada (dialogue) | nishant hada (screenplay) | amit masurkar (dialogue) | amit masurkar (screenplay)","0",1,"new"
"kyaa kool hai hum","holiday","no","no","comedy","no","no","no","tusshar kapoor","sangeeth sivan","anu malik",250,50000000,228500000,"sachin yardi (story) | pankaj trivedi (story)",0,6,"06","may","2005","sachin yardi (story) | pankaj trivedi (story)","0",6,"old"
"bajatey raho","normal","no","no","comedy","no","no","no","tusshar kapoor","shashant shah","jaidev kumar",875,150000000,84300000,"zafar khan (story) | akshay verma (dialogue)",0,2,"26","jul","2013","zafar khan (story) | akshay verma (dialogue)","0",2,"new"
"diary of a butterfly","normal","no","no","drama","no","no","no","udita goswami","vinod mukhi","shibani kashyap",200,27500000,3600000,NA,0,1,"02","mar","2012",NA,"0",1,"new"
"naina","holiday","no","no","horror","no","yes","no","urmila matondkar","shripal morakhia","salim - sulaiman",175,50000000,69400000,"shripal morakhia (story) | sagar pandya | anjum rajabali",0,2,"20","may","2005","shripal morakhia (story) | sagar pandya | anjum rajabali","0",2,"old"
"main tera hero","normal","no","no","comedy","no","no","no","varun dhawan","david dhawan","sajid - wajid",2400,410000000,784522500,"tushar hiranandani (story) | milap zaveri (dialogue)",0,5,"04","apr","2014","tushar hiranandani (story) | milap zaveri (dialogue)","0",5,"new"
"student of the year","holiday","no","no","rom__com","yes","no","no","varun dhawan","karan johar","vishal - shekhar",1350,590000000,966690000,"renzil d'silva (screenplay) | karan johar",0,5,"19","oct","2012","renzil d'silva (screenplay) | karan johar","0",5,"new"
"humpty sharma ki dulhania","normal","no","no","rom__com","no","yes","no","varun dhawan","shashank khaitan","sachin - jigar",1950,330000000,1107600000,"shashank khaitan",0,6,"11","jul","2014","shashank khaitan","0",6,"new"
"hostel","normal","no","no","drama","yes","no","yes","vatsal sheth","manish gupta","virag mishra",60,22500000,1700000,"manish gupta | virag mishra (lyrics)",0,1,"21","jan","2011","manish gupta | virag mishra (lyrics)","0",1,"new"
"the dirty picture","normal","no","no","drama","no","no","no","vidya balan","milan luthria","vishal - shekhar",1600,310000000,1169997500,"rajat arora",0,7,"02","dec","2011","rajat arora","0",7,"new"
"no one killed jessica","normal","no","no","thriller","no","no","no","vidya balan","raj kumar gupta","amit trivedi",950,190000000,457235000,"amitabh bhattacharya (lyrics) | raj kumar gupta (story)",0,5,"07","jan","2011","amitabh bhattacharya (lyrics) | raj kumar gupta (story)","0",5,"new"
"bobby jasoos","normal","no","no","comedy","no","yes","no","vidya balan","samar shaikh","shantanu moitra",1250,260000000,202457500,"sanyukta shaikh chawla (screen play & dialogue by)",0,2,"04","jul","2014","sanyukta shaikh chawla (screen play & dialogue by)","0",2,"new"
"kahaani","normal","no","no","thriller","no","no","no","vidya balan","sujoy ghosh","vishal - shekhar",1100,200000000,917100000,"sujoy ghosh (screenplay) | sujoy ghosh (story) | advaita kala (story) | suresh nair (additional screenplay) | ritesh shah (dialogue) | nikhil vyas (additional screenplay)",0,6,"09","mar","2012","sujoy ghosh (screenplay) | sujoy ghosh (story) | advaita kala (story) | suresh nair (additional screenplay) | ritesh shah (dialogue) | nikhil vyas (additional screenplay)","0",6,"new"
"kya dilli kya lahore","normal","no","no","drama","no","yes","no","vijay raaz","vijay raaz","sandesh shandilya",400,55000000,8900000,"aseem arora (story) | manu rishi chadha (dialogue) | manu rishi chadha | gulzar (lyrics) | pratham jolly | sandeep sinha (additional screenplay)",0,1,"02","may","2014","aseem arora (story) | manu rishi chadha (dialogue) | manu rishi chadha | gulzar (lyrics) | pratham jolly | sandeep sinha (additional screenplay)","0",1,"new"
"david","normal","no","no","drama","no","no","yes","vikram","bejoy nambiar","mikey mccleary",575,350000000,52100000,"abhijeet deshpande (dialogue & lyrics) | bejoy nambiar (screenplay) | bejoy nambiar (story) | natasha sahgal (screenplay)",0,1,"08","feb","2013","abhijeet deshpande (dialogue & lyrics) | bejoy nambiar (screenplay) | bejoy nambiar (story) | natasha sahgal (screenplay)","0",1,"new"
"trump card","normal","no","no","action","no","no","no","vikram singh","arshad khan","lalit sen",40,10000000,725000,"arshad khan (screenplay) | yawer rehman (screenplay) | yawer rehman (script)",0,1,"12","mar","2010","arshad khan (screenplay) | yawer rehman (screenplay) | yawer rehman (script)","0",1,"new"
"mumbai godfather","normal","no","no","action","yes","no","yes","vikram singh","deepak balraj vij","shri rangaras",20,10000000,2200000,"farhad bhiwandiwala (lyrics) | salim hyder | jeetendra s. shukla (lyrics) | deepak balraj vij",0,1,"22","sep","2005","farhad bhiwandiwala (lyrics) | salim hyder | jeetendra s. shukla (lyrics) | deepak balraj vij","0",1,"old"
"challo driver","normal","no","no","comedy","yes","yes","yes","vikrant mahajan","vikrant mahajan","gaurav dayal",50,30000000,1275000,"vickrant mahajan",0,1,"20","jul","2012","vickrant mahajan","0",1,"new"
"tere mere phere","holiday","no","no","comedy","no","yes","yes","vinay pathak","deepa sahi","shivangi kashyap",225,47500000,7000000,"jagrat desai (story) | deepa sahi (screenplay) | deepa sahi (story)",0,1,"30","sep","2011","jagrat desai (story) | deepa sahi (screenplay) | deepa sahi (story)","0",1,"new"
"straight","normal","no","no","comedy","no","no","no","vinay pathak","parvati balagopalan","sagar desai",125,42500000,14800000,"anahata (additional screenplay & dialogue) | uttam gada (dialogue & screenplay) | uttam gada (original story) | rohena gera (story) | anahata menon (dialogue & screenplay)",0,1,"20","mar","2009","anahata (additional screenplay & dialogue) | uttam gada (dialogue & screenplay) | uttam gada (original story) | rohena gera (story) | anahata menon (dialogue & screenplay)","0",1,"old"
"bheja fry","holiday","no","no","comedy","no","yes","no","vinay pathak","sagar ballary","sagar desai",120,15000000,125800000,"sagar ballary (screenplay) | arpita chatterjee | sharat katariya (dialogue)",0,6,"13","apr","2007","sagar ballary (screenplay) | arpita chatterjee | sharat katariya (dialogue)","0",6,"old"
"bheja fry 2","normal","no","yes","comedy","no","no","no","vinay pathak","sagar ballary","sneha khanwalkar",575,95000000,124900000,"sagar ballary (screenplay) | sharat katariya (dialogue) | sharat katariya (screenplay)",1,3,"17","jun","2011","sagar ballary (screenplay) | sharat katariya (dialogue) | sharat katariya (screenplay)","1",3,"new"
"dasvidaniya","normal","no","no","comedy","no","yes","yes","vinay pathak","shashant shah","kailash kher",150,40000000,19700000,"kailash kher (lyrics) | arshad sayed",0,1,"07","nov","2008","kailash kher (lyrics) | arshad sayed","0",1,"old"
"chalo dilli","holiday","no","no","comedy","no","no","yes","vinay pathak","shashant shah","rohit kulkarni",725,95000000,145132500,"shabbir ahmed (lyrics) | anand raj anand (lyrics) | krishika lulla (lyrics) | manthan (lyrics) | nisha mascarenhas (lyrics) | arshad sayed",0,3,"29","apr","2011","shabbir ahmed (lyrics) | anand raj anand (lyrics) | krishika lulla (lyrics) | manthan (lyrics) | nisha mascarenhas (lyrics) | arshad sayed","0",3,"new"
"utt pataang","normal","no","no","comedy","no","yes","no","vinay pathak","srikanth velagaleti","shamir tandon",225,55000000,5500000,"arun kumar (lyrics) | rohit sharma (lyrics) | saurabh shukla (dialogues) | saurabh shukla (screenplay) | srikanth velagaleti (screenplay) | srikanth velagaleti (story)",0,1,"01","feb","2011","arun kumar (lyrics) | rohit sharma (lyrics) | saurabh shukla (dialogues) | saurabh shukla (screenplay) | srikanth velagaleti (screenplay) | srikanth velagaleti (story)","0",1,"new"
"queens! destiny of dance","holiday","no","no","drama","yes","yes","yes","vineeth","david atkins","anurag ware",40,20000000,800000,NA,0,1,"29","apr","2011",NA,"0",1,"new"
"koyelaanchal","holiday","no","no","action","no","no","yes","vinod khanna","ashu trikha","sushant - shankar",900,140000000,22900000,"vishal vijay kumar | sanjay masoom",0,1,"09","may","2014","vishal vijay kumar | sanjay masoom","0",1,"new"
"fast forward","holiday","no","no","drama","no","yes","yes","vinod khanna","zaigham ali sayed","akbar sami",40,25000000,525000,"romeo d'costa (story) | rahil qazi (screenplay) | pawan sony (dialogue) | pawan sony (screenplay) | zaigham ali syed (story)",0,1,"25","sep","2009","romeo d'costa (story) | rahil qazi (screenplay) | pawan sony (dialogue) | pawan sony (screenplay) | zaigham ali syed (story)","0",1,"old"
"amit sahni ki list","normal","no","no","rom__com","no","yes","no","vir das","ajay bhuyan","raghu dixit",450,70000000,7600000,"rohit g. banawlikar (screenplay) | shiv singh (screenplay)",0,1,"18","jul","2014","rohit g. banawlikar (screenplay) | shiv singh (screenplay)","0",1,"new"
"gollu aur pappu","holiday","no","no","comedy","no","no","no","vir das","kabir sadanand","shamir tandon",15,35000000,65000,NA,0,1,"21","nov","2014",NA,"0",1,"new"
"mumbai salsa","holiday","no","no","drama","yes","yes","no","vir das","manoj tyagi","adnan sami",70,3500000,7900000,"dheeraj rattan (additional screenplay) | manoj tyagi (screenplay)",0,1,"26","oct","2007","dheeraj rattan (additional screenplay) | manoj tyagi (screenplay)","0",1,"old"
"sooper se ooper","normal","no","no","comedy","no","yes","no","vir das","shekhar ghosh","bikram ghosh",100,20000000,1200000,"shekhar ghosh",0,1,"25","oct","2013","shekhar ghosh","0",1,"new"
"shootout at lokhandwala","normal","no","no","action","no","no","yes","vivek oberoi","apoorva lakhia","strings",800,180000000,460430000,"apoorva lakhia | suresh nair | raj vasant (dialogue)",0,5,"25","may","2007","apoorva lakhia | suresh nair | raj vasant (dialogue)","0",5,"old"
"pyare mohan","holiday","no","no","comedy","no","no","no","vivek oberoi","indra kumar","anu malik",400,130000000,186100000,"milap zaveri (story) | tushar hiranandani (story) | milap zaveri (screenplay) | tushar hiranandani (screenplay) | milap zaveri (dialogue)",0,2,"21","apr","2006","milap zaveri (story) | tushar hiranandani (story) | milap zaveri (screenplay) | tushar hiranandani (screenplay) | milap zaveri (dialogue)","0",2,"old"
